TransactionID	CardID	 TransactionAmount 	 TransactionRevenue 	TransactionDate	SettlementDate	AssignedFeePercentage
12866	1196.00	 81 287.00 	 1 497.90 Kè 	27.07.2023	2023-07-28	1.84%
12867	1190.00	 90 546.00 	 946.63 Kè 	02.07.2023	2023-07-03	1.05%
12868	1058.00	 61 484.00 	 854.66 Kè 	06.07.2023	2023-07-09	1.39%
12869	1129.00	 3 672.00 	 72.34 Kè 	26.07.2023	2023-07-30	1.97%
12870	1174.00	 16 309.00 	 308.25 Kè 	06.07.2023	2023-07-09	1.89%
12871	1034.00	 74 391.00 	 1 184.02 Kè 	19.07.2023	2023-07-23	1.59%
12872	1199.00	 95 076.00 	 1 154.13 Kè 	05.07.2023	2023-07-09	1.21%
12873	1125.00	 99 294.00 	 1 028.60 Kè 	05.07.2023	2023-07-09	1.04%
12874	1084.00	 84 053.00 	 1 093.22 Kè 	09.07.2023	2023-07-11	1.30%
12875	1091.00	 98 753.00 	 1 708.90 Kè 	11.07.2023	2023-07-15	1.73%
12876	1027.00	 17 784.00 	 204.39 Kè 	10.07.2023	2023-07-12	1.15%
12877	1181.00	 65 625.00 	 1 104.62 Kè 	23.07.2023	2023-07-26	1.68%
12878	1110.00	 70 903.00 	 865.63 Kè 	26.07.2023	2023-07-30	1.22%
12879	1062.00	 94 228.00 	 1 440.30 Kè 	27.07.2023	2023-07-29	1.53%
12880	1117.00	 59 942.00 	 1 142.53 Kè 	14.07.2023	2023-07-15	1.91%
12881	1099.00	 37 770.00 	 401.15 Kè 	05.07.2023	2023-07-07	1.06%
12882	1111.00	 48 712.00 	 709.24 Kè 	17.07.2023	2023-07-18	1.46%
12883	1056.00	 8 899.00 	 171.45 Kè 	07.07.2023	2023-07-10	1.93%
12884	1100.00	 42 257.00 	 757.22 Kè 	15.07.2023	2023-07-16	1.79%
12885	1063.00	 92 237.00 	 1 087.55 Kè 	09.07.2023	2023-07-11	1.18%
12886	1075.00	 3 952.00 	 44.49 Kè 	16.07.2023	2023-07-20	1.13%
12887	1055.00	 55 336.00 	 670.15 Kè 	18.07.2023	2023-07-22	1.21%
12888	1077.00	 21 893.00 	 314.34 Kè 	24.07.2023	2023-07-26	1.44%
12889	1192.00	 69 281.00 	 731.28 Kè 	14.07.2023	2023-07-17	1.06%
12890	1170.00	 30 988.00 	 473.04 Kè 	22.07.2023	2023-07-24	1.53%
12891	1115.00	 28 887.00 	 429.22 Kè 	24.07.2023	2023-07-28	1.49%
12892	1139.00	 47 202.00 	 629.97 Kè 	13.07.2023	2023-07-14	1.33%
12893	1055.00	 42 686.00 	 663.59 Kè 	16.07.2023	2023-07-17	1.55%
12894	1094.00	 86 878.00 	 1 263.55 Kè 	06.07.2023	2023-07-07	1.45%
12895	1059.00	 16 779.00 	 326.08 Kè 	16.07.2023	2023-07-20	1.94%
12896	1018.00	 45 356.00 	 690.18 Kè 	01.07.2023	2023-07-03	1.52%
12897	1094.00	 71 772.00 	 994.96 Kè 	27.07.2023	2023-07-31	1.39%
12898	1104.00	 56 638.00 	 586.46 Kè 	25.07.2023	2023-07-29	1.04%
12899	1067.00	 28 439.00 	 462.63 Kè 	20.07.2023	2023-07-21	1.63%
12900	1194.00	 77 050.00 	 1 332.12 Kè 	28.07.2023	2023-08-01	1.73%
12901	1036.00	 53 937.00 	 550.41 Kè 	06.07.2023	2023-07-09	1.02%
12902	1099.00	 86 182.00 	 892.81 Kè 	28.07.2023	2023-07-30	1.04%
12903	1172.00	 90 909.00 	 1 403.24 Kè 	13.07.2023	2023-07-16	1.54%
12904	1191.00	 41 147.00 	 738.14 Kè 	27.07.2023	2023-07-29	1.79%
12905	1095.00	 51 817.00 	 932.97 Kè 	28.07.2023	2023-07-31	1.80%
12906	1123.00	 10 188.00 	 152.48 Kè 	20.07.2023	2023-07-24	1.50%
12907	1055.00	 83 396.00 	 1 267.72 Kè 	25.07.2023	2023-07-27	1.52%
12908	1019.00	 59 227.00 	 699.36 Kè 	20.07.2023	2023-07-21	1.18%
12909	1037.00	 54 259.00 	 899.90 Kè 	23.07.2023	2023-07-24	1.66%
12910	1114.00	 30 269.00 	 582.89 Kè 	12.07.2023	2023-07-14	1.93%
12911	1001.00	 91 203.00 	 1 792.28 Kè 	16.07.2023	2023-07-19	1.97%
12912	1174.00	 36 322.00 	 532.24 Kè 	10.07.2023	2023-07-12	1.47%
12913	1157.00	 71 113.00 	 1 162.45 Kè 	01.07.2023	2023-07-03	1.63%
12914	1198.00	 35 410.00 	 644.84 Kè 	19.07.2023	2023-07-23	1.82%
12915	1135.00	 40 826.00 	 470.52 Kè 	16.07.2023	2023-07-18	1.15%
12916	1164.00	 22 618.00 	 449.06 Kè 	17.07.2023	2023-07-21	1.99%
12917	1179.00	 46 998.00 	 759.09 Kè 	20.07.2023	2023-07-21	1.62%
12918	1073.00	 72 026.00 	 780.86 Kè 	17.07.2023	2023-07-18	1.08%
12919	1113.00	 39 548.00 	 407.33 Kè 	05.07.2023	2023-07-07	1.03%
12920	1101.00	 65 437.00 	 890.50 Kè 	24.07.2023	2023-07-25	1.36%
12921	1051.00	 85 877.00 	 1 287.56 Kè 	26.07.2023	2023-07-29	1.50%
12922	1078.00	 55 592.00 	 607.06 Kè 	10.07.2023	2023-07-12	1.09%
12923	1107.00	 82 175.00 	 1 617.30 Kè 	28.07.2023	2023-07-30	1.97%
12924	1008.00	 91 044.00 	 1 716.66 Kè 	26.07.2023	2023-07-27	1.89%
12925	1119.00	 93 511.00 	 1 227.61 Kè 	24.07.2023	2023-07-26	1.31%
12926	1170.00	 73 305.00 	 837.91 Kè 	15.07.2023	2023-07-16	1.14%
12927	1029.00	 14 167.00 	 184.64 Kè 	13.07.2023	2023-07-15	1.30%
12928	1045.00	 9 308.00 	 159.67 Kè 	08.07.2023	2023-07-10	1.72%
12929	1185.00	 84 625.00 	 1 121.11 Kè 	18.07.2023	2023-07-19	1.32%
12930	1150.00	 56 741.00 	 899.48 Kè 	24.07.2023	2023-07-27	1.59%
12931	1069.00	 29 028.00 	 508.34 Kè 	24.07.2023	2023-07-27	1.75%
12932	1159.00	 50 970.00 	 885.28 Kè 	15.07.2023	2023-07-19	1.74%
12933	1156.00	 8 307.00 	 126.48 Kè 	20.07.2023	2023-07-21	1.52%
12934	1151.00	 41 438.00 	 651.02 Kè 	13.07.2023	2023-07-14	1.57%
12935	1025.00	 76 555.00 	 1 031.21 Kè 	08.07.2023	2023-07-09	1.35%
12936	1145.00	 47 684.00 	 805.45 Kè 	26.07.2023	2023-07-27	1.69%
12937	1181.00	 56 484.00 	 709.26 Kè 	10.07.2023	2023-07-14	1.26%
12938	1026.00	 33 167.00 	 652.62 Kè 	28.07.2023	2023-08-01	1.97%
12939	1167.00	 97 580.00 	 1 911.09 Kè 	07.07.2023	2023-07-09	1.96%
12940	1035.00	 23 901.00 	 270.57 Kè 	17.07.2023	2023-07-21	1.13%
12941	1150.00	 81 075.00 	 1 454.28 Kè 	01.07.2023	2023-07-04	1.79%
12942	1098.00	 43 341.00 	 833.95 Kè 	18.07.2023	2023-07-22	1.92%
12943	1001.00	 74 784.00 	 1 396.98 Kè 	23.07.2023	2023-07-27	1.87%
12944	1133.00	 2 767.00 	 30.46 Kè 	03.07.2023	2023-07-06	1.10%
12945	1099.00	 42 523.00 	 474.07 Kè 	03.07.2023	2023-07-05	1.11%
12946	1166.00	 49 446.00 	 791.00 Kè 	25.07.2023	2023-07-27	1.60%
12947	1176.00	 32 636.00 	 646.57 Kè 	07.07.2023	2023-07-09	1.98%
12948	1153.00	 63 940.00 	 1 119.79 Kè 	05.07.2023	2023-07-07	1.75%
12949	1138.00	 78 012.00 	 1 412.18 Kè 	21.07.2023	2023-07-22	1.81%
12950	1026.00	 17 157.00 	 263.30 Kè 	07.07.2023	2023-07-10	1.53%
12951	1113.00	 33 840.00 	 504.47 Kè 	08.07.2023	2023-07-11	1.49%
12952	1157.00	 6 788.00 	 131.57 Kè 	25.07.2023	2023-07-26	1.94%
12953	1070.00	 18 019.00 	 202.89 Kè 	19.07.2023	2023-07-23	1.13%
12954	1004.00	 1 667.00 	 22.61 Kè 	24.07.2023	2023-07-27	1.36%
12955	1080.00	 55 784.00 	 810.71 Kè 	26.07.2023	2023-07-28	1.45%
12956	1037.00	 82 510.00 	 1 115.29 Kè 	13.07.2023	2023-07-17	1.35%
12957	1094.00	 57 467.00 	 1 057.93 Kè 	13.07.2023	2023-07-15	1.84%
12958	1004.00	 86 097.00 	 1 296.53 Kè 	03.07.2023	2023-07-06	1.51%
12959	1063.00	 36 936.00 	 598.79 Kè 	03.07.2023	2023-07-05	1.62%
12960	1131.00	 10 296.00 	 158.27 Kè 	11.07.2023	2023-07-13	1.54%
12961	1144.00	 97 805.00 	 1 472.34 Kè 	11.07.2023	2023-07-14	1.51%
12962	1155.00	 97 575.00 	 1 462.79 Kè 	17.07.2023	2023-07-18	1.50%
12963	1159.00	 23 423.00 	 238.86 Kè 	05.07.2023	2023-07-08	1.02%
12964	1070.00	 54 484.00 	 954.98 Kè 	01.07.2023	2023-07-05	1.75%
12965	1049.00	 64 665.00 	 1 198.59 Kè 	04.07.2023	2023-07-08	1.85%
12966	1197.00	 67 968.00 	 856.01 Kè 	08.07.2023	2023-07-10	1.26%
12967	1179.00	 19 244.00 	 274.02 Kè 	19.07.2023	2023-07-20	1.42%
12968	1138.00	 69 685.00 	 864.69 Kè 	19.07.2023	2023-07-20	1.24%
12969	1103.00	 46 538.00 	 494.56 Kè 	02.07.2023	2023-07-05	1.06%
12970	1196.00	 88 385.00 	 1 242.18 Kè 	12.07.2023	2023-07-15	1.41%
12971	1143.00	 51 954.00 	 871.05 Kè 	02.07.2023	2023-07-04	1.68%
12972	1170.00	 63 675.00 	 1 003.35 Kè 	21.07.2023	2023-07-22	1.58%
12973	1170.00	 34 287.00 	 410.21 Kè 	18.07.2023	2023-07-21	1.20%
12974	1065.00	 81 786.00 	 982.99 Kè 	04.07.2023	2023-07-05	1.20%
12975	1190.00	 73 154.00 	 1 413.53 Kè 	28.07.2023	2023-07-30	1.93%
12976	1125.00	 11 584.00 	 152.54 Kè 	07.07.2023	2023-07-11	1.32%
12977	1008.00	 18 027.00 	 240.80 Kè 	27.07.2023	2023-07-29	1.34%
12978	1002.00	 26 973.00 	 522.57 Kè 	24.07.2023	2023-07-28	1.94%
12979	1137.00	 82 121.00 	 1 210.04 Kè 	01.07.2023	2023-07-04	1.47%
12980	1003.00	 72 396.00 	 993.25 Kè 	26.07.2023	2023-07-29	1.37%
12981	1170.00	 36 315.00 	 414.97 Kè 	06.07.2023	2023-07-08	1.14%
12982	1154.00	 4 599.00 	 79.51 Kè 	20.07.2023	2023-07-24	1.73%
12983	1175.00	 62 288.00 	 899.06 Kè 	08.07.2023	2023-07-12	1.44%
12984	1070.00	 18 938.00 	 303.29 Kè 	21.07.2023	2023-07-24	1.60%
12985	1157.00	 58 305.00 	 1 024.94 Kè 	15.07.2023	2023-07-17	1.76%
12986	1061.00	 67 612.00 	 1 161.90 Kè 	08.07.2023	2023-07-09	1.72%
12987	1126.00	 19 049.00 	 287.82 Kè 	04.07.2023	2023-07-07	1.51%
12988	1106.00	 17 621.00 	 202.65 Kè 	22.07.2023	2023-07-26	1.15%
12989	1046.00	 19 799.00 	 343.36 Kè 	27.07.2023	2023-07-28	1.73%
12990	1048.00	 21 288.00 	 389.73 Kè 	27.07.2023	2023-07-29	1.83%
12991	1092.00	 11 253.00 	 137.87 Kè 	17.07.2023	2023-07-21	1.23%
12992	1049.00	 12 046.00 	 147.33 Kè 	10.07.2023	2023-07-12	1.22%
12993	1097.00	 48 096.00 	 938.89 Kè 	08.07.2023	2023-07-10	1.95%
12994	1159.00	 42 042.00 	 503.21 Kè 	14.07.2023	2023-07-17	1.20%
12995	1112.00	 23 974.00 	 382.72 Kè 	22.07.2023	2023-07-24	1.60%
12996	1116.00	 36 764.00 	 385.46 Kè 	27.07.2023	2023-07-29	1.05%
12997	1130.00	 37 588.00 	 392.01 Kè 	27.07.2023	2023-07-30	1.04%
12998	1174.00	 91 141.00 	 1 629.62 Kè 	07.07.2023	2023-07-11	1.79%
12999	1016.00	 69 488.00 	 1 031.89 Kè 	15.07.2023	2023-07-16	1.48%
13000	1106.00	 1 928.00 	 20.32 Kè 	18.07.2023	2023-07-20	1.05%
13001	1087.00	 1 535.00 	 16.56 Kè 	10.07.2023	2023-07-14	1.08%
13002	1119.00	 57 263.00 	 1 043.03 Kè 	27.07.2023	2023-07-30	1.82%
13003	1058.00	 21 608.00 	 304.46 Kè 	07.07.2023	2023-07-10	1.41%
13004	1066.00	 42 671.00 	 528.72 Kè 	03.07.2023	2023-07-07	1.24%
13005	1148.00	 45 002.00 	 644.18 Kè 	22.07.2023	2023-07-25	1.43%
13006	1194.00	 16 105.00 	 203.25 Kè 	26.07.2023	2023-07-30	1.26%
13007	1196.00	 98 209.00 	 1 192.53 Kè 	27.07.2023	2023-07-30	1.21%
13008	1155.00	 35 728.00 	 588.94 Kè 	07.07.2023	2023-07-08	1.65%
13009	1138.00	 96 105.00 	 1 782.55 Kè 	18.07.2023	2023-07-21	1.85%
13010	1079.00	 40 857.00 	 782.17 Kè 	13.07.2023	2023-07-15	1.91%
13011	1010.00	 23 712.00 	 263.23 Kè 	14.07.2023	2023-07-17	1.11%
13012	1098.00	 7 595.00 	 115.10 Kè 	10.07.2023	2023-07-14	1.52%
13013	1048.00	 36 415.00 	 400.25 Kè 	21.07.2023	2023-07-23	1.10%
13014	1145.00	 74 873.00 	 770.86 Kè 	17.07.2023	2023-07-20	1.03%
13015	1059.00	 6 489.00 	 79.85 Kè 	22.07.2023	2023-07-24	1.23%
13016	1162.00	 8 423.00 	 103.95 Kè 	22.07.2023	2023-07-24	1.23%
13017	1179.00	 64 162.00 	 1 000.43 Kè 	19.07.2023	2023-07-21	1.56%
13018	1072.00	 69 232.00 	 1 285.42 Kè 	17.07.2023	2023-07-19	1.86%
13019	1022.00	 45 977.00 	 512.27 Kè 	25.07.2023	2023-07-27	1.11%
13020	1105.00	 99 988.00 	 1 386.24 Kè 	09.07.2023	2023-07-13	1.39%
13021	1069.00	 3 007.00 	 49.34 Kè 	12.07.2023	2023-07-13	1.64%
13022	1078.00	 54 651.00 	 593.36 Kè 	15.07.2023	2023-07-17	1.09%
13023	1065.00	 67 406.00 	 1 153.71 Kè 	21.07.2023	2023-07-22	1.71%
13024	1136.00	 37 785.00 	 723.56 Kè 	19.07.2023	2023-07-22	1.91%
13025	1177.00	 9 990.00 	 131.14 Kè 	18.07.2023	2023-07-21	1.31%
13026	1012.00	 25 058.00 	 337.59 Kè 	14.07.2023	2023-07-16	1.35%
13027	1096.00	 47 842.00 	 640.76 Kè 	07.07.2023	2023-07-10	1.34%
13028	1094.00	 16 824.00 	 224.56 Kè 	22.07.2023	2023-07-26	1.33%
13029	1132.00	 71 181.00 	 1 107.42 Kè 	08.07.2023	2023-07-10	1.56%
13030	1117.00	 69 325.00 	 875.06 Kè 	19.07.2023	2023-07-22	1.26%
13031	1049.00	 35 348.00 	 523.97 Kè 	08.07.2023	2023-07-09	1.48%
13032	1100.00	 65 546.00 	 782.96 Kè 	03.07.2023	2023-07-04	1.19%
13033	1131.00	 8 792.00 	 98.74 Kè 	25.07.2023	2023-07-28	1.12%
13034	1154.00	 34 963.00 	 548.18 Kè 	23.07.2023	2023-07-24	1.57%
13035	1109.00	 60 855.00 	 1 164.59 Kè 	16.07.2023	2023-07-20	1.91%
13036	1016.00	 48 448.00 	 630.37 Kè 	17.07.2023	2023-07-18	1.30%
13037	1120.00	 4 503.00 	 70.96 Kè 	03.07.2023	2023-07-07	1.58%
13038	1170.00	 16 831.00 	 326.01 Kè 	08.07.2023	2023-07-12	1.94%
13039	1018.00	 84 767.00 	 949.30 Kè 	02.07.2023	2023-07-06	1.12%
13040	1045.00	 59 176.00 	 828.66 Kè 	20.07.2023	2023-07-24	1.40%
13041	1183.00	 14 509.00 	 226.14 Kè 	02.07.2023	2023-07-06	1.56%
13042	1113.00	 22 425.00 	 277.50 Kè 	04.07.2023	2023-07-07	1.24%
13043	1046.00	 45 996.00 	 490.14 Kè 	03.07.2023	2023-07-07	1.07%
13044	1134.00	 58 064.00 	 892.89 Kè 	06.07.2023	2023-07-10	1.54%
13045	1073.00	 50 129.00 	 588.74 Kè 	16.07.2023	2023-07-17	1.17%
13046	1021.00	 78 738.00 	 1 135.40 Kè 	02.07.2023	2023-07-04	1.44%
13047	1135.00	 33 767.00 	 609.16 Kè 	21.07.2023	2023-07-24	1.80%
13048	1087.00	 7 798.00 	 100.01 Kè 	01.07.2023	2023-07-05	1.28%
13049	1014.00	 15 848.00 	 190.78 Kè 	23.07.2023	2023-07-26	1.20%
13050	1122.00	 68 988.00 	 773.14 Kè 	07.07.2023	2023-07-09	1.12%
13051	1199.00	 11 246.00 	 210.08 Kè 	18.07.2023	2023-07-21	1.87%
13052	1105.00	 46 446.00 	 852.67 Kè 	12.07.2023	2023-07-15	1.84%
13053	1052.00	 11 224.00 	 123.55 Kè 	07.07.2023	2023-07-08	1.10%
13054	1197.00	 66 308.00 	 675.81 Kè 	21.07.2023	2023-07-25	1.02%
13055	1144.00	 44 141.00 	 472.53 Kè 	22.07.2023	2023-07-25	1.07%
13056	1172.00	 46 490.00 	 670.55 Kè 	24.07.2023	2023-07-26	1.44%
13057	1171.00	 61 607.00 	 1 217.65 Kè 	28.07.2023	2023-08-01	1.98%
13058	1068.00	 23 524.00 	 238.60 Kè 	27.07.2023	2023-07-30	1.01%
13059	1033.00	 60 141.00 	 1 090.16 Kè 	24.07.2023	2023-07-28	1.81%
13060	1045.00	 27 120.00 	 488.74 Kè 	23.07.2023	2023-07-27	1.80%
13061	1031.00	 73 942.00 	 1 364.57 Kè 	25.07.2023	2023-07-27	1.85%
13062	1108.00	 79 265.00 	 903.74 Kè 	26.07.2023	2023-07-30	1.14%
13063	1105.00	 9 357.00 	 153.47 Kè 	24.07.2023	2023-07-26	1.64%
13064	1145.00	 55 389.00 	 1 058.02 Kè 	13.07.2023	2023-07-14	1.91%
13065	1057.00	 50 316.00 	 945.19 Kè 	27.07.2023	2023-07-30	1.88%
13066	1196.00	 87 849.00 	 1 332.27 Kè 	05.07.2023	2023-07-07	1.52%
13067	1190.00	 64 422.00 	 1 258.53 Kè 	14.07.2023	2023-07-15	1.95%
13068	1058.00	 4 535.00 	 67.43 Kè 	04.07.2023	2023-07-06	1.49%
13069	1129.00	 67 285.00 	 1 261.64 Kè 	12.07.2023	2023-07-16	1.88%
13070	1174.00	 71 642.00 	 736.91 Kè 	15.07.2023	2023-07-18	1.03%
13071	1034.00	 9 324.00 	 107.64 Kè 	27.07.2023	2023-07-30	1.15%
13072	1199.00	 96 410.00 	 1 304.39 Kè 	24.07.2023	2023-07-25	1.35%
13073	1125.00	 52 101.00 	 939.17 Kè 	24.07.2023	2023-07-28	1.80%
13074	1084.00	 49 247.00 	 507.17 Kè 	05.07.2023	2023-07-07	1.03%
13075	1091.00	 28 093.00 	 301.85 Kè 	08.07.2023	2023-07-11	1.07%
13076	1027.00	 83 605.00 	 1 001.55 Kè 	26.07.2023	2023-07-27	1.20%
13077	1181.00	 50 955.00 	 758.86 Kè 	26.07.2023	2023-07-27	1.49%
13078	1110.00	 79 388.00 	 1 342.39 Kè 	22.07.2023	2023-07-23	1.69%
13079	1062.00	 94 439.00 	 1 496.70 Kè 	03.07.2023	2023-07-07	1.58%
13080	1117.00	 80 602.00 	 1 315.36 Kè 	04.07.2023	2023-07-07	1.63%
13081	1099.00	 99 346.00 	 1 891.76 Kè 	01.07.2023	2023-07-03	1.90%
13082	1111.00	 49 680.00 	 670.90 Kè 	12.07.2023	2023-07-15	1.35%
13083	1056.00	 18 875.00 	 204.50 Kè 	11.07.2023	2023-07-13	1.08%
13084	1100.00	 80 364.00 	 1 363.27 Kè 	03.07.2023	2023-07-04	1.70%
13085	1063.00	 11 328.00 	 207.15 Kè 	17.07.2023	2023-07-21	1.83%
13086	1075.00	 24 130.00 	 407.45 Kè 	22.07.2023	2023-07-23	1.69%
13087	1055.00	 37 753.00 	 386.46 Kè 	21.07.2023	2023-07-25	1.02%
13088	1077.00	 55 560.00 	 670.27 Kè 	13.07.2023	2023-07-15	1.21%
13089	1192.00	 67 040.00 	 853.91 Kè 	01.07.2023	2023-07-05	1.27%
13090	1170.00	 26 766.00 	 279.73 Kè 	17.07.2023	2023-07-21	1.05%
13091	1115.00	 16 644.00 	 285.85 Kè 	12.07.2023	2023-07-16	1.72%
13092	1139.00	 52 641.00 	 762.91 Kè 	22.07.2023	2023-07-24	1.45%
13093	1055.00	 30 111.00 	 472.67 Kè 	04.07.2023	2023-07-06	1.57%
13094	1094.00	 90 451.00 	 1 146.86 Kè 	18.07.2023	2023-07-21	1.27%
13095	1059.00	 76 863.00 	 924.27 Kè 	20.07.2023	2023-07-23	1.20%
13096	1018.00	 96 251.00 	 1 753.69 Kè 	21.07.2023	2023-07-22	1.82%
13097	1094.00	 89 797.00 	 1 048.36 Kè 	20.07.2023	2023-07-23	1.17%
13098	1104.00	 80 281.00 	 1 220.69 Kè 	25.07.2023	2023-07-28	1.52%
13099	1067.00	 71 391.00 	 808.33 Kè 	20.07.2023	2023-07-21	1.13%
13100	1194.00	 51 924.00 	 806.24 Kè 	26.07.2023	2023-07-28	1.55%
13101	1036.00	 60 991.00 	 969.80 Kè 	15.07.2023	2023-07-18	1.59%
13102	1099.00	 99 106.00 	 1 850.39 Kè 	20.07.2023	2023-07-22	1.87%
13103	1172.00	 2 832.00 	 43.25 Kè 	18.07.2023	2023-07-21	1.53%
13104	1191.00	 61 768.00 	 715.19 Kè 	07.07.2023	2023-07-08	1.16%
13105	1095.00	 44 072.00 	 692.07 Kè 	15.07.2023	2023-07-17	1.57%
13106	1123.00	 2 754.00 	 44.16 Kè 	20.07.2023	2023-07-23	1.60%
13107	1055.00	 14 568.00 	 218.78 Kè 	16.07.2023	2023-07-20	1.50%
13108	1019.00	 85 846.00 	 876.32 Kè 	15.07.2023	2023-07-16	1.02%
13109	1037.00	 45 022.00 	 680.05 Kè 	03.07.2023	2023-07-04	1.51%
13110	1114.00	 42 401.00 	 797.78 Kè 	13.07.2023	2023-07-14	1.88%
13111	1001.00	 60 552.00 	 653.17 Kè 	22.07.2023	2023-07-25	1.08%
13112	1174.00	 59 728.00 	 1 047.32 Kè 	04.07.2023	2023-07-05	1.75%
13113	1157.00	 99 465.00 	 1 389.05 Kè 	14.07.2023	2023-07-15	1.40%
13114	1198.00	 32 345.00 	 492.32 Kè 	23.07.2023	2023-07-26	1.52%
13115	1135.00	 64 691.00 	 1 272.26 Kè 	09.07.2023	2023-07-11	1.97%
13116	1164.00	 35 418.00 	 506.60 Kè 	24.07.2023	2023-07-28	1.43%
13117	1179.00	 2 259.00 	 41.39 Kè 	03.07.2023	2023-07-04	1.83%
13118	1073.00	 96 649.00 	 1 174.17 Kè 	18.07.2023	2023-07-20	1.21%
13119	1113.00	 39 162.00 	 478.24 Kè 	10.07.2023	2023-07-14	1.22%
13120	1101.00	 55 295.00 	 978.86 Kè 	23.07.2023	2023-07-26	1.77%
13121	1051.00	 90 993.00 	 1 705.21 Kè 	01.07.2023	2023-07-04	1.87%
13122	1078.00	 65 653.00 	 891.43 Kè 	21.07.2023	2023-07-25	1.36%
13123	1107.00	 29 235.00 	 508.87 Kè 	05.07.2023	2023-07-06	1.74%
13124	1008.00	 17 497.00 	 191.09 Kè 	24.07.2023	2023-07-26	1.09%
13125	1119.00	 47 698.00 	 508.56 Kè 	09.07.2023	2023-07-12	1.07%
13126	1170.00	 73 555.00 	 1 079.27 Kè 	21.07.2023	2023-07-24	1.47%
13127	1029.00	 17 601.00 	 233.01 Kè 	26.07.2023	2023-07-28	1.32%
13128	1045.00	 82 244.00 	 1 526.11 Kè 	23.07.2023	2023-07-27	1.86%
13129	1185.00	 57 710.00 	 758.91 Kè 	01.07.2023	2023-07-02	1.32%
13130	1150.00	 2 308.00 	 41.69 Kè 	03.07.2023	2023-07-05	1.81%
13131	1069.00	 25 937.00 	 301.87 Kè 	14.07.2023	2023-07-15	1.16%
13132	1159.00	 96 590.00 	 1 372.57 Kè 	17.07.2023	2023-07-21	1.42%
13133	1156.00	 23 886.00 	 434.45 Kè 	25.07.2023	2023-07-26	1.82%
13134	1151.00	 36 137.00 	 515.12 Kè 	17.07.2023	2023-07-21	1.43%
13135	1025.00	 86 774.00 	 1 510.24 Kè 	15.07.2023	2023-07-19	1.74%
13136	1145.00	 94 734.00 	 1 652.59 Kè 	11.07.2023	2023-07-14	1.74%
13137	1181.00	 51 109.00 	 670.49 Kè 	15.07.2023	2023-07-18	1.31%
13138	1026.00	 85 514.00 	 1 606.54 Kè 	13.07.2023	2023-07-17	1.88%
13139	1167.00	 60 455.00 	 1 038.08 Kè 	23.07.2023	2023-07-25	1.72%
13140	1035.00	 29 561.00 	 352.11 Kè 	15.07.2023	2023-07-16	1.19%
13141	1150.00	 76 690.00 	 1 012.27 Kè 	05.07.2023	2023-07-06	1.32%
13142	1098.00	 3 423.00 	 37.54 Kè 	09.07.2023	2023-07-13	1.10%
13143	1001.00	 2 169.00 	 32.69 Kè 	28.07.2023	2023-07-29	1.51%
13144	1133.00	 60 311.00 	 744.97 Kè 	26.07.2023	2023-07-29	1.24%
13145	1099.00	 38 127.00 	 590.66 Kè 	28.07.2023	2023-08-01	1.55%
13146	1166.00	 96 714.00 	 1 692.78 Kè 	06.07.2023	2023-07-07	1.75%
13147	1176.00	 30 874.00 	 538.48 Kè 	23.07.2023	2023-07-26	1.74%
13148	1153.00	 70 253.00 	 1 043.01 Kè 	07.07.2023	2023-07-08	1.48%
13149	1138.00	 92 599.00 	 1 004.58 Kè 	28.07.2023	2023-08-01	1.08%
13150	1026.00	 90 439.00 	 1 511.04 Kè 	02.07.2023	2023-07-03	1.67%
13151	1113.00	 3 452.00 	 63.40 Kè 	10.07.2023	2023-07-11	1.84%
13152	1157.00	 48 306.00 	 771.72 Kè 	16.07.2023	2023-07-17	1.60%
13153	1070.00	 56 728.00 	 700.88 Kè 	16.07.2023	2023-07-17	1.24%
13154	1004.00	 76 807.00 	 1 355.08 Kè 	12.07.2023	2023-07-14	1.76%
13155	1080.00	 80 499.00 	 1 018.28 Kè 	11.07.2023	2023-07-15	1.26%
13156	1037.00	 33 049.00 	 618.50 Kè 	13.07.2023	2023-07-15	1.87%
13157	1094.00	 23 115.00 	 234.27 Kè 	12.07.2023	2023-07-16	1.01%
13158	1004.00	 16 986.00 	 325.74 Kè 	16.07.2023	2023-07-17	1.92%
13159	1063.00	 91 717.00 	 1 776.40 Kè 	19.07.2023	2023-07-20	1.94%
13160	1131.00	 98 661.00 	 1 008.33 Kè 	13.07.2023	2023-07-14	1.02%
13161	1144.00	 3 432.00 	 46.95 Kè 	23.07.2023	2023-07-26	1.37%
13162	1155.00	 49 329.00 	 975.23 Kè 	06.07.2023	2023-07-09	1.98%
13163	1159.00	 62 544.00 	 947.08 Kè 	14.07.2023	2023-07-17	1.51%
13164	1070.00	 94 955.00 	 1 082.84 Kè 	05.07.2023	2023-07-09	1.14%
13165	1049.00	 92 891.00 	 1 256.81 Kè 	03.07.2023	2023-07-04	1.35%
13166	1197.00	 68 224.00 	 785.04 Kè 	25.07.2023	2023-07-29	1.15%
13167	1179.00	 13 456.00 	 247.65 Kè 	28.07.2023	2023-07-30	1.84%
13168	1138.00	 84 326.00 	 1 456.95 Kè 	06.07.2023	2023-07-10	1.73%
13169	1103.00	 37 891.00 	 395.18 Kè 	05.07.2023	2023-07-09	1.04%
13170	1196.00	 78 235.00 	 1 547.93 Kè 	28.07.2023	2023-07-31	1.98%
